Sequence,charge at pH =7,Molecular Weight,Hydrophobicity,Isoelectric Point,Instability Index,MEC_reduced cysteines,MEC_disulfid bridges
51,11.949043170884924,17968.758199999993,-0.20843373493975884,10.090156364440915,25.24096385542168,1490,1490
52,10.750832711976635,17791.616099999992,-0.1315151515151514,9.873800468444824,19.21636363636363,0,125
53,10.760733702075647,17768.49359999999,-0.20787878787878772,9.959092140197754,26.16060606060606,0,125
54,11.770204631269177,17776.449299999993,-0.212121212121212,10.091252326965332,27.610303030303026,1490,1490
55,11.948044169885925,18242.988499999992,-0.2616766467065867,10.041547203063963,23.976047904191617,2980,2980
56,11.855400817325766,17667.432499999988,-0.21030303030303016,10.000287437438963,17.01939393939393,1490,1490
57,24.01507921394633,37790.52550000006,-0.28636363636363665,10.046575736999511,49.56818181818179,35410,35535
58,4.143185868866546,51456.27790000007,-0.25964523281596485,8.612605476379397,48.88472283813755,27390,27640
59,16.115499005896893,41424.21279999999,-0.4810734463276839,9.516258811950681,49.17316384180789,62340,62590
60,-5.507526250160836,27922.448800000013,0.10643939393939392,4.775123405456543,23.04965909090908,15930,16055
61,3.604392460211633,11798.872299999986,-0.22941176470588212,9.330783271789553,40.59411764705881,1490,1490
62,-3.9980698208505103,29480.345400000042,-0.159469696969697,5.897125053405762,46.05193181818183,17420,17795
63,3.682082035509165,28306.99560000002,-0.35910931174089084,8.83908290863037,46.26319838056679,18910,19035
64,-2.475083578611496,45310.06390000002,0.1062034739454088,6.463809776306152,43.91538461538461,27390,27765
65,-20.45711870434102,63531.44380000023,-0.2652877697841726,5.132811164855956,32.897517985611515,88700,89325
66,-30.328883676763866,118802.76030000068,-0.2830115830115823,5.35516529083252,44.40515444015467,197100,197975
67,5.976370444023271,17816.409599999984,-0.1770700636942675,9.19127368927002,57.97961783439489,15470,15845
68,-0.9617118620675882,47725.65070000004,-0.034411085450346275,6.644159889221191,47.85824480369516,34380,34755
69,8.709937136260393,34599.65860000006,-0.16566666666666666,9.208164405822753,54.667399999999965,21430,21680
70,-2.346700427243846,18450.398399999984,0.1505952380952381,5.699041175842285,55.59166666666666,4470,4720
71,5.5407234009606405,13663.442799999977,0.5283333333333322,9.131447029113772,51.25749999999998,19480,19855
72,-28.98594658036599,106447.42180000094,-0.2556975505857289,5.105301094055174,50.49121405750821,100510,101135
73,-1.447568468209525,39725.77210000005,-0.2962857142857149,6.64160213470459,49.84151428571425,46870,47120
74,1.452750770200602,38867.072500000075,-0.2349253731343283,7.663965034484863,48.901223880597,42860,43235
75,-1.070936650138158,37741.03790000007,-0.24431137724550928,6.767500495910644,35.74404191616767,27390,27515
76,1.4884938163903811,47795.04189999996,-0.3596698113207551,7.536702537536622,41.79176886792452,81710,82335
77,-15.707261333339893,26833.05660000001,-0.4108225108225111,4.938137626647948,46.81,35870,36120
78,-5.83194685358616,76170.30650000034,0.40144508670520346,5.891327476501464,37.98843930635846,136360,137110
79,0.3029872542351484,70285.4727000002,-0.29009584664536736,7.060732841491699,41.83274760383393,59820,60695
80,-19.164383398519817,72628.96680000023,-0.3163779527559048,5.6820463180542,41.50507086614182,83310,83685
81,10.352732151567018,33042.616800000054,-0.37448275862069014,9.326721763610841,53.3603448275862,23950,24325
82,8.484411523801157,36306.53830000003,-0.30062893081761016,8.865450477600099,42.45349056603773,28310,28810
83,-0.22375598746029368,28974.037100000027,0.0888888888888889,6.845483589172363,46.12413793103448,27390,27515
84,3.8431491806328992,22770.21520000001,-0.09400000000000011,8.869125175476075,43.19705000000001,18450,18700
85,-11.749906569677073,42548.68710000003,-0.5021680216802171,5.349651908874511,44.96260162601626,49390,49640
86,-13.660708204936554,33123.165900000036,-0.24844290657439475,5.1442358016967775,32.18269896193771,39420,40045
87,10.549648618899322,49446.09590000003,-0.30000000000000054,9.043060874938963,39.88235294117647,80220,80720
88,-2.4121728302262486,9871.229899999991,-0.10833333333333323,5.264279747009277,45.24999999999998,23490,23615
89,-2.071187586260322,17815.11229999999,-0.12418300653594772,6.181263160705566,40.215751633986926,24870,24995
90,-3.2237216016761217,11607.161999999997,0.054128440366972404,5.537277412414549,44.499999999999986,2980,2980
91,-1.4275182031478852,7980.042999999993,-0.044444444444444606,5.635608863830566,33.43055555555556,1490,1615
92,-1.7120182135713478,52846.62470000013,0.017436974789915963,6.557594108581543,56.89058823529421,71850,72725
93,-3.791180885837079,23395.496300000003,-0.1631067961165048,6.038597297668456,42.869417475728156,46410,46410
94,-6.680829168877068,44067.56870000005,-0.19211195928753189,5.848357200622559,51.463384223918574,39880,40630
95,0.07469677052868917,35326.13850000002,0.053211009174312,7.03339328765869,32.422935779816505,33920,34420
96,-7.992908364285128,61184.649500000145,-0.16660583941605867,6.043997001647949,50.506934306569455,44810,45185
97,-24.684306351495984,28495.33050000003,0.1609561752988046,4.513152503967285,39.95940239043825,25900,26150
98,-15.006831719169696,51410.53170000005,0.45489361702127684,4.943366813659667,35.41425531914892,28420,29045
99,4.641863521603774,18762.84199999999,0.20999999999999922,8.993613624572756,46.96294117647059,9970,10220
100,-0.5130886897179963,5723.790500000002,0.4980392156862746,6.065652656555175,43.4686274509804,2980,3105
101,4.527758089058022,32090.445100000055,-0.05609756097560974,8.723233222961426,42.85299651567945,29910,30160
102,-7.739526840764341,90869.55070000063,-0.27283950617283936,6.169554328918457,45.36212345679036,85720,86345
103,16.50949771156901,14541.759799999985,-0.6093023255813953,11.015406608581543,37.34108527131781,2980,2980
104,-12.974112141888092,25464.159300000007,0.2321888412017166,4.897043037414551,45.769527896995704,4470,4845
105,2.0941867321684597,55208.19690000002,-0.15823045267489735,7.90815944671631,48.525720164609126,46760,47385
106,-4.715474277405594,33410.11170000002,0.020930232558139496,5.998355293273924,49.343887043189355,13410,13660
107,0.43027506683034744,40323.1894,-0.07562326869806087,7.155597114562989,43.331578947368435,29910,30285
108,6.270531617139003,27428.937100000017,-0.3481481481481485,9.190951347351074,57.76053497942385,21430,21680
109,0.9104842696422679,26451.138900000005,-0.1746835443037975,7.618948554992676,51.035063291139245,26930,27305
110,-5.94039041817949,54184.78410000009,0.05150300601202406,5.728711128234863,25.063927855711412,48820,48945
111,-5.48974803265277,17146.82809999998,-0.4573248407643312,4.827472114562987,38.20382165605094,19940,20065
112,-6.238059339240824,18355.898799999977,-0.18922155688622752,5.0400499343872065,41.745508982035936,12950,13075
113,-17.340296405633836,76100.52790000044,-0.37417417417417403,5.716774940490722,35.00496996997001,130640,131265
114,-12.071201699139042,29851.62700000003,0.0492592592592592,4.917675590515136,34.41266666666666,39880,40255
115,0.05795448627179667,37288.76950000001,-0.13113772455089814,7.029357719421386,38.185688622754476,22920,23045
116,-1.4995099964876202,5675.403599999999,-0.04200000000000003,5.06204662322998,5.654,2980,2980
117,-7.426981853849181,21384.21269999998,-0.056315789473684166,4.826676368713378,37.54999999999998,25900,26150
118,7.907412632738438,13545.737099999984,-0.46228070175438585,9.541659355163574,59.27807017543859,26470,26720
119,-5.750350991496365,28633.401600000005,0.05525291828793777,5.846538352966308,45.230739299610896,30370,30870
120,1.0395488816072884,37755.15400000007,0.7085043988269808,7.562677955627442,49.5698826979472,57870,58370
121,9.553868046450447,83632.80350000045,-0.091152815013405,8.65160884857178,40.61447721179638,46760,47510
122,4.605049187438134,11679.915099999987,-0.9820000000000002,9.744992637634276,58.618999999999986,11460,11460
123,-5.952146434248629,23108.970100000006,-0.22682926829268285,5.549781990051269,47.75512195121951,12950,13075
124,-2.975552019472925,23974.38590000001,-0.13778801843317967,6.09668674468994,31.759447004608294,11920,12170
125,9.582419083131159,13142.131299999986,-0.30909090909090886,9.954966163635255,22.49347107438016,2980,3105
126,13.682427026073704,13409.410399999979,-0.6620689655172416,10.376653861999511,48.38112068965517,21430,21430
127,4.932918790974021,49704.227700000025,-0.23772321428571436,8.563287162780764,45.0408482142857,16960,17460
128,-3.5510604539124415,32771.10570000005,-0.1827586206896553,6.2697046279907225,50.34213793103446,29910,30285
129,-15.38880598267329,40021.65330000008,-0.46350974930362104,5.2908235549926745,40.84456824512535,17420,17670
130,8.656172098688167,12187.811299999985,-0.8000000000000002,9.562740516662597,34.777777777777764,8940,9065
131,10.95469181505894,28245.459000000035,-0.2004048582995952,9.766525077819821,63.98704453441296,47440,47440
132,4.967989223559691,71533.4768000003,-0.21894904458598713,8.415719032287601,47.962611464968276,66700,67075
133,-16.835803141139678,26736.15240000002,-0.20661157024793386,4.736416053771973,47.02644628099173,19940,20440
134,5.389071639734304,48829.00320000003,-0.1914746543778806,8.740381813049318,42.12260368663594,33350,33600
135,5.690452470069051,39566.583099999996,0.7750708215297457,8.80214252471924,37.35243626062322,68300,68800
136,11.333482295633281,50222.28629999999,0.6154708520179378,9.289007759094236,28.287892376681615,98890,99265
137,6.1299305523359955,29972.160100000023,0.39810606060606046,9.507684516906739,30.895833333333325,23950,24075
138,-0.6669974954766573,48111.14230000002,-0.11698564593301443,6.777504158020019,36.260526315789456,57870,57870
139,28.479116938177775,52136.04050000007,-0.1195604395604396,10.06649646759033,52.46312087912091,42860,42985
140,-4.043163501316311,16225.570899999993,-0.013986013986013974,5.706600761413575,41.71888111888112,26470,26470
141,7.082928742058538,33071.59580000002,-0.05966666666666665,9.072716331481931,55.071333333333335,14440,14815
142,-2.988789671688817,35548.06710000002,-0.1123417721518987,6.0927648544311515,31.012689873417724,52830,53080
143,5.791100858150148,20185.699799999995,0.7227513227513231,9.150916481018069,52.45185185185184,11460,11835
144,6.142964700622748,39561.32260000015,-0.3856749311294769,9.229310035705566,63.071074380165356,32430,32430
145,-7.4215167787344924,54963.40550000009,-0.27459016393442637,5.924407768249511,44.37829918032791,44350,44725
146,-5.810968947922561,53601.642000000036,-0.03299389002036656,5.868023490905761,36.590061099796344,30830,31330
147,-15.198746420359257,11073.472199999993,0.2290000000000001,4.142278099060058,41.088999999999984,1490,1490
148,3.952080076151585,9779.578399999997,0.3899999999999996,8.695447349548338,7.784444444444443,8480,8980
149,-10.917413766199047,65819.0493000002,-0.6899999999999997,5.387620353698731,55.497813559322154,73800,74300
150,-10.412931380438366,95516.9744000007,-0.19555808656036452,6.092366981506346,38.706742596811075,83770,84895
151,-1.7453341721308533,107329.51250000077,-0.17206759443339933,6.7273153305053714,29.418986083499068,110590,111465
152,-12.093950925949216,107242.0670000008,-0.1454545454545457,5.7646333694458,28.648833992094946,108070,108945
153,19.431145191556254,112536.92880000094,-0.28343023255813876,9.147886466979983,31.527761627907122,122160,122910
154,-0.4945461357179539,104709.15990000076,-0.18787564766839357,6.919203758239747,37.14304663212452,114140,115015
155,3.0497132443118815,44976.923200000085,-0.12668329177057358,8.236045646667481,57.62645885286788,56380,57005
156,-18.178065329799846,38367.42140000007,-0.14129793510324484,4.618986701965332,51.796755162241865,47900,49025
157,-36.5824194877748,84575.49030000047,-0.301626016260162,5.192264747619627,45.57235772357737,180140,180640
158,7.946573497613258,37482.0259,-0.12917933130699086,9.20042819976807,49.38392097264437,42860,43110
159,-2.414896996519417,11566.912799999986,-0.7138613861386138,5.4196775436401365,65.48326732673264,13410,13535
160,-17.274309092286913,53612.78740000013,-0.7446058091286298,5.269338417053221,62.56887966804994,25440,25565
161,-3.9030209823217064,23314.294700000013,-0.39747474747474776,5.9676622390747065,42.513181818181806,47790,47915
162,-0.5915144071268656,56470.76890000008,-0.27687747035573085,6.819621849060058,54.402569169960536,53400,53650
163,-6.8774526288415885,55000.11850000011,-0.5701825557809316,6.159721183776854,64.79269776876285,23950,24325
164,-3.7868818132671294,34249.10670000002,-0.052442996742670944,6.102029609680174,50.4329315960912,17420,17670
165,-10.264662014688263,67279.79030000026,-0.15074875207986715,5.752924537658691,40.07241264559078,84800,85175
166,0.3889780956144975,45928.52320000006,0.9142517814726859,7.141387367248535,34.105225653206645,66920,67545
167,4.318314978846182,61651.6582000002,0.6816578483245168,8.47135524749756,37.57354497354499,59360,59860
168,-0.6966414254202462,65118.596900000135,0.34533106960950916,6.793930625915528,39.20972835314094,69330,70080
169,4.431877196081374,21180.247599999995,0.9427135678391967,8.975691413879396,50.530653266331655,24980,25355
170,6.773657217724303,23758.499000000003,0.8812206572769956,9.86786937713623,37.33150234741783,11460,11460
171,-6.365262985646318,32640.279500000026,-0.23195876288659834,6.050874519348144,45.55639175257731,32430,33305
172,-13.736725599987928,45889.85090000005,-0.11975308641975352,5.237622261047362,47.325925925925894,38390,38640
173,-8.498186257940986,6842.6462999999985,-0.12580645161290327,4.0500284194946286,22.745161290322578,2980,3105
174,-3.3945353932500204,17538.349299999994,-0.45786163522012585,5.021747779846191,45.647798742138356,5960,5960
175,-3.4033768402751274,18316.2545,-0.09940476190476197,4.83730525970459,43.87083333333333,15930,15930
176,-3.311082092815189,18938.3975,-0.19127906976744188,5.397453498840332,42.07093023255813,5960,5960
177,10.721961147535152,26889.914400000027,0.6923076923076921,9.666985893249514,32.06418803418802,47900,48150
178,-14.3896241152183,10474.548599999991,-0.3597826086956521,4.141482353210448,57.2195652173913,4470,4595
179,-2.1178342800439225,18475.255099999995,-0.20674846625766882,6.212638282775878,29.290184049079745,22460,22960
180,5.775908739503993,10399.901599999985,-0.8528089887640452,9.739899635314941,42.13370786516853,2980,2980
181,-9.678813011695738,75401.65490000039,-0.05136690647482009,5.657491874694824,39.62562589928065,35410,36035
182,-11.694932155804267,101814.10460000075,-0.2550930996714132,5.934411430358887,34.07097480832435,71280,71530
183,3.200260595922451,37242.57450000001,-0.24112149532710325,8.46929225921631,38.375420560747656,30370,30620
184,12.855153376260908,40021.097600000016,0.4923728813559325,9.321241950988771,38.78649717514123,39880,40380
185,13.255305419936555,41607.087700000026,0.5696721311475411,9.51645221710205,38.179289617486326,55350,55600
186,-8.879226262272482,76406.53660000033,-0.3594224924012147,6.040757179260253,44.23819148936184,61200,61575
187,-7.559678930617572,38676.77190000005,-0.21374269005847982,5.826360511779785,48.09421052631578,17420,18045
188,18.93518058713105,13936.100899999985,-0.4495934959349595,11.905714988708493,54.9349593495935,13980,13980
189,16.576591625447758,7342.721000000004,-1.0734374999999998,11.999967765808105,74.63125,1490,1490
190,10.834841752329051,21066.275699999995,-0.6263440860215059,9.497176170349121,33.13010752688171,5960,6210
191,5.933671412798969,31634.111100000002,0.06288659793814434,9.167742729187015,34.93402061855669,10430,10555
192,-4.100554460654482,21558.5034,-0.0195876288659793,5.72649440765381,43.85206185567009,15930,16305
193,2.906680567562006,26435.039500000017,-0.3218750000000003,8.5111967086792,39.07861607142857,61880,62130
194,-11.678719130669528,40503.89110000002,-0.29826589595375763,5.327825736999511,40.41881502890174,59360,59610
195,-19.31165329382341,119412.58970000103,-0.35243553008595796,5.744341850280762,42.37127984718262,154590,155715
196,7.86960779575235,28353.38700000003,0.8638783269961979,9.256773567199705,33.16806083650189,16960,17460
197,-2.2575006646089264,48521.80930000009,-0.35573770491803325,6.548670387268066,56.93583138173311,31400,31650
198,-31.442048203725022,109243.33640000084,-0.11683778234086283,5.260698890686036,43.82828542094472,78620,79495
199,-2.035100292935894,53269.43350000002,0.02152917505030174,6.293008613586426,31.390140845070416,20400,20650
200,-6.162987670451738,30238.584799999997,0.2051546391752575,5.342433357238768,30.503092783505153,15470,15845
201,-9.722082687440263,41761.846700000046,0.10673575129533677,5.42712345123291,35.14095854922279,28880,29255
202,1.1016540599354627,31454.818100000015,-0.06936619718309846,7.662941932678222,22.71338028169014,14440,14690
203,4.63869462626343,26263.94110000003,0.8815126050420168,9.151625633239746,35.743739495798316,53860,53985
204,12.570714850044219,43974.15730000002,0.925440806045343,9.256644630432127,37.69833753148614,77810,78435
205,13.760884420872465,44205.67329999999,0.8371859296482432,9.319243431091309,31.864396984924614,84340,84840
206,-21.758595143781676,67470.52710000024,0.03184818481848188,5.376593589782716,42.85016501650174,50770,51645
207,-5.540829674681312,49287.29870000004,0.03624454148471619,6.044906425476075,28.722052401746723,20400,20900
208,15.657621101987152,11420.418399999988,-0.5484848484848485,10.72703952789307,46.486868686868675,5500,5625
209,-6.23233555012888,29428.672700000032,-0.28143939393939404,5.385460472106933,36.41022727272727,37470,37845
210,-64.56316199279978,160519.06829999993,-0.05156862745098055,4.767450141906737,33.45602614379112,104170,105795
211,-2.8671314646443413,34438.15860000001,0.16573208722741428,6.169440650939941,38.32772585669781,9970,10095
212,10.794314944545842,6483.548199999999,-0.4000000000000002,10.26183567047119,61.24084745762711,1490,1740
213,-8.268847613303706,16804.065699999996,-0.3503448275862069,4.921426963806151,54.90282758620689,12490,12990
214,-2.325390066291803,59364.622500000085,-0.43867187499999954,6.537075233459473,58.140644531250125,34840,35215
215,-9.390817513452212,38124.47280000005,-0.23963963963963988,5.718309593200684,51.15618618618616,26360,26860
216,15.29391365929509,52127.97120000006,0.7571111111111117,9.42858180999756,53.57275555555564,98320,98820
217,-2.40531418663853,7235.063000000002,-0.2865671641791045,5.21454563140869,27.61343283582089,1490,1490
218,-3.035889459795648,31884.883200000033,-0.038888888888888876,6.001140403747558,47.85000000000001,40910,41035
219,-2.112800794269578,18436.899400000002,-0.30838323353293406,6.106633567810058,44.26107784431136,4470,4470
220,12.757849824661546,9401.942199999994,-0.523456790123457,11.428648948669434,59.918518518518496,6990,6990
221,1.6979771520350404,12906.67459999999,-0.3223214285714287,8.752695274353027,21.49642857142857,18910,18910
222,0.7658724263471335,19962.705799999992,-0.016759776536312793,7.763546943664552,38.26648044692737,25440,25565
223,4.648518087942833,20424.707000000013,0.1816216216216216,8.992453193664552,27.834594594594588,5960,6210
224,-13.147831534953454,53393.34310000006,-0.05464135021097038,5.597015190124511,26.61883966244725,53750,54375
225,2.565200348705167,22752.7864,0.7673267326732668,8.78911991119385,29.91886138613861,21430,21555
226,-19.372319276346587,112501.55590000092,-0.07607178464606237,5.655729866027832,45.816460618145776,127200,127950
227,-20.29893093106886,17884.137599999987,0.3177914110429445,4.0500284194946286,47.368773006134944,7450,7575
228,-3.321230397065391,9811.0143,0.4284210526315789,5.086260032653808,48.69052631578946,2980,2980
229,1.9632711237610891,68093.37160000016,-0.3240336134453784,7.564837837219239,45.73428571428581,64750,65500
230,-2.3373670713593953,92129.5752000004,-0.061341463414634236,6.693211936950684,42.02273170731723,53750,54500
231,15.616217369592931,68633.31690000022,-0.34515050167224054,9.08606128692627,43.52006688963218,57760,58385
232,-17.110110866566007,18415.860600000004,-0.07378048780487803,4.587156867980957,54.69085365853658,5960,6085
233,7.642000070214374,9651.614099999992,0.5710843373493976,10.04051570892334,50.218072289156616,15470,15595
234,-6.410939899354712,19062.925199999998,-0.050602409638554356,4.818150520324706,52.97536144578313,31970,32095
235,16.581293103974257,11715.650199999987,-0.7396039603960398,11.402216911315918,56.5,6990,7115
236,12.493656961070865,5163.026700000002,-1.4466666666666668,11.664603233337402,41.426666666666655,1490,1490
237,14.670708821195344,5463.335799999999,-1.5133333333333339,11.999967765808105,103.58222222222219,1490,1490
238,19.725596653391573,13760.975399999983,-0.5741666666666667,11.647648048400882,43.18999999999998,1490,1740
239,-20.948424506682834,39629.21680000008,-0.2664756446991406,4.732664680480957,54.66618911174786,29910,30285
240,-9.74972997021571,57209.30060000013,-0.35010060362173023,5.991420936584471,49.08812877263591,62800,63175
241,-17.324468348486292,60075.37150000007,-0.21711026615969606,5.325438499450684,33.77034220532319,46300,46800
242,1.9073073093805881,18586.22559999999,-0.2439024390243902,8.262284278869632,56.8829268292683,29450,29700
243,0.35743984169320697,26143.686600000023,-0.35065502183406144,7.146559715270995,59.44851528384279,27390,27640
244,19.151174524830424,84848.57230000048,-0.044887118193891185,9.104821586608885,41.51118193891119,42290,43290
245,-7.299517216360822,41426.57600000005,0.09787798408488052,5.946745491027832,28.50161803713528,42860,43235
246,0.48256894404707396,59392.388300000086,0.0862197392923649,7.149117469787597,31.748044692737423,52830,53705
247,9.820347176895766,29186.633600000012,-0.08221343873517786,9.340066719055176,37.189367588932804,42400,42775
248,2.009740083238981,38751.927600000054,-0.22573099415204703,7.689599418640138,42.07315789473683,42860,43360
249,-8.16756919820039,37348.590800000005,0.1213872832369942,5.209316444396971,31.949710982658946,27850,28225
250,-9.047278251797866,17373.4807,-0.34466666666666684,5.044142341613769,33.52333333333332,16960,17085
251,-8.82888109630315,44873.571900000024,-0.00645933014354063,5.471230506896972,41.83925837320573,39880,40380
252,-5.251072648507867,13412.443199999994,0.3420168067226891,5.035673332214355,32.08151260504201,16960,17085
253,-11.996770786694483,64094.51220000023,-0.49053571428571363,5.412231636047363,53.397517857142965,33920,34545
254,0.18170991803918213,37946.03530000005,-0.21799410029498525,7.077898216247559,43.3280825958702,45380,45755
255,0.5759851565346352,12411.471499999983,0.16636363636363644,7.6909067153930675,32.36554545454545,8480,8605
256,-2.6569606285345166,30176.682299999968,0.25298507462686504,6.342117500305175,57.47014925373132,21430,21680
257,-11.132466397490084,15081.724199999991,-0.22733812949640284,4.749773216247559,53.979856115107914,2980,3105
258,-31.284972372881484,89202.98610000058,-0.11793275217932787,5.239611625671387,42.85643835616454,72770,73645
259,7.62032366673639,38403.144700000004,0.12556818181818188,9.11971378326416,44.12528409090907,21890,22140
260,14.755963217651402,41993.62430000001,0.6628571428571437,9.435479927062985,41.74158441558442,45840,46465
261,6.719628810287553,27234.099800000025,-0.46653061224489817,9.432643318176268,45.61591836734693,9970,9970
262,-10.645455958011482,46182.58720000005,-0.016586538461538427,5.477028083801269,44.89353365384614,36330,36830
263,9.44013094815903,37090.12529999999,0.8282738095238099,8.970211601257326,30.87946428571429,55920,56670
264,-11.508833255231188,49335.3198000001,0.14288888888888895,5.43388729095459,42.32493333333334,38390,38640
265,1.302414665830618,56130.22180000007,0.049414062500000015,7.3262845993042,44.91583984375006,20400,20900
266,0.774338924879082,32716.20890000004,-0.05482758620689645,7.252393913269044,43.916241379310335,31400,31775
267,1.6106354699909193,8616.883599999997,-0.8472972972972977,9.047380256652833,50.059459459459454,6990,6990
268,-7.450022179413402,21521.246800000004,-0.2700000000000002,4.846342658996581,24.690526315789466,18450,18450
269,-1.6342306725173081,32033.321300000054,-0.1384083044982698,6.552194404602051,43.48858131487889,21890,22140
270,-20.068120448319775,73163.2365000004,-0.1207207207207211,5.301622962951659,45.02552552552563,77810,78310
271,-21.537063308821345,97637.17990000064,-0.29828571428571404,5.529035758972167,38.06116571428581,71740,72490
272,-12.649526279927429,121160.9437000009,-0.15347544022242854,6.138577079772949,44.85942539388342,72660,73410
273,-6.795599295589632,37702.91840000001,0.06190476190476187,5.617022514343262,46.81196428571429,30830,30955
274,-0.18305328653292463,52988.00130000009,-0.278774617067834,6.953534507751464,49.18161925601754,48820,49195
275,16.07993190992549,47235.83040000004,-0.1936320754716985,9.69399814605713,53.693867924528355,57870,57995
